vars,creation_time,failed,failed_reason,time_of_death,id,module_id,participant_id,time_started,time_finished,time_aborted,started,finished,aborted,type,participant_group,in_repeat_phase,performance_check,trials_to_repeat,repeat_trial_index,n_completed_trials,block_order,block_position,block,participated_networks,n_participant_trials_in_trial_maker,n_participant_trials_in_block,class,object_type
{},2023-02-16 20:00:53,False,,,435,headphone_test,125,2023-02-16 20:00:53,2023-02-16 20:01:55,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 4, 2, 1, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:01:08,False,,,439,consonance_main_experiment,128,2023-02-16 20:01:08,2023-02-16 20:05:41,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5773502691896258, 'passed': True}","[3615, 3758, 3562, 3677]",4.0,54,['default'],0,default,"[9, 48, 49, 38, 25, 55, 47, 31, 10, 14, 16, 52, 44, 33, 41, 26, 17, 45, 19, 21, 51, 54, 53, 37, 23, 18, 8, 22, 42, 29, 11, 30, 35, 13, 27, 28, 56, 43, 20, 36, 24, 7, 39, 50, 46, 40, 15, 34, 12, 32, 35, 34, 53, 36]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:01:13,False,,,441,headphone_test,130,2023-02-16 20:01:13,2023-02-16 20:01:54,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 2, 5, 1, 6, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:01:14,False,,,442,headphone_test,140,2023-02-16 20:01:14,2023-02-16 20:01:57,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 1, 6, 4, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:01:39,False,,,443,headphone_test,137,2023-02-16 20:01:39,,,True,False,False,ChainTrialMakerState,default,False,,,,0,['default'],0,default,[],1,1,ChainTrialMakerState,ModuleState
{},2023-02-16 20:02:04,False,,,446,consonance_main_experiment,130,2023-02-16 20:02:04,2023-02-16 20:07:44,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.7071067811865476, 'passed': True}","[3838, 3671, 3545, 3644]",4.0,54,['default'],0,default,"[22, 48, 46, 11, 38, 15, 14, 50, 26, 54, 34, 43, 31, 21, 40, 47, 9, 52, 10, 36, 20, 37, 25, 28, 51, 55, 33, 7, 56, 18, 32, 49, 42, 27, 53, 35, 41, 39, 17, 13, 12, 19, 30, 44, 16, 45, 8, 23, 29, 24, 44, 56, 14, 51]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:02:08,False,,,447,consonance_main_experiment,140,2023-02-16 20:02:08,2023-02-16 20:06:49,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5, 'passed': True}","[3715, 3857, 3532, 3685]",4.0,54,['default'],0,default,"[18, 17, 56, 37, 12, 22, 39, 38, 11, 54, 42, 30, 15, 14, 35, 23, 49, 48, 33, 32, 9, 20, 26, 47, 28, 41, 21, 10, 46, 50, 36, 19, 27, 53, 51, 44, 52, 45, 25, 29, 13, 43, 40, 24, 34, 16, 55, 31, 8, 7, 19, 24, 56, 46]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:02:10,False,,,450,consonance_main_experiment,125,2023-02-16 20:02:10,2023-02-16 20:07:00,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.0, 'passed': True}","[3553, 3648, 3578, 3840]",4.0,54,['default'],0,default,"[32, 53, 7, 31, 45, 40, 37, 18, 33, 14, 42, 43, 12, 19, 10, 49, 23, 20, 28, 25, 36, 8, 39, 50, 26, 30, 11, 15, 44, 17, 38, 21, 22, 41, 46, 16, 34, 51, 55, 56, 35, 48, 29, 9, 27, 47, 24, 13, 52, 54, 40, 23, 18, 51]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:02:35,False,,,457,headphone_test,139,2023-02-16 20:02:35,2023-02-16 20:03:22,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 4, 1, 3, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:02:35,False,,,458,headphone_test,144,2023-02-16 20:02:35,2023-02-16 20:03:15,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 4, 5, 6, 2, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:02:56,False,,,461,headphone_test,141,2023-02-16 20:02:56,2023-02-16 20:03:49,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 5, 2, 4, 6, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:03:13,False,,,464,headphone_test,145,2023-02-16 20:03:13,2023-02-16 20:03:54,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 4, 1, 3, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:03:30,False,,,469,consonance_main_experiment,144,2023-02-16 20:03:30,2023-02-16 20:07:53,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.4, 'passed': True}","[3646, 3798, 3766, 4014]",4.0,54,['default'],0,default,"[27, 29, 11, 47, 17, 23, 12, 22, 33, 37, 13, 32, 55, 21, 43, 30, 54, 38, 8, 36, 7, 44, 40, 24, 41, 20, 34, 42, 49, 19, 56, 28, 31, 14, 51, 18, 15, 50, 39, 45, 25, 52, 16, 9, 46, 26, 35, 53, 48, 10, 12, 40, 36, 46]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:03:44,False,,,470,headphone_test,149,2023-02-16 20:03:44,2023-02-16 20:04:27,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 3, 4, 2, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:04:00,False,,,473,consonance_main_experiment,139,2023-02-16 20:04:00,2023-02-16 20:08:32,,True,True,False,ChainTrialMakerState,default,True,"{'score': 1.0, 'passed': True}","[3979, 3947, 4001, 4011]",4.0,54,['default'],0,default,"[25, 54, 22, 35, 24, 53, 14, 12, 19, 11, 29, 28, 31, 47, 18, 16, 40, 50, 30, 44, 36, 33, 51, 27, 56, 32, 21, 13, 49, 46, 17, 15, 38, 9, 41, 45, 52, 8, 34, 39, 43, 26, 48, 20, 23, 55, 7, 37, 42, 10, 9, 17, 45, 52]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:04:16,False,,,476,headphone_test,147,2023-02-16 20:04:16,2023-02-16 20:04:57,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 2, 3, 1, 4, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:04:20,False,,,477,headphone_test,150,2023-02-16 20:04:20,2023-02-16 20:04:56,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 4, 3, 6, 5, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:04:21,False,,,478,consonance_main_experiment,141,2023-02-16 20:04:21,2023-02-16 20:08:55,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.3333333333333333, 'passed': True}","[3852, 3738, 4042, 3768]",4.0,54,['default'],0,default,"[20, 7, 35, 30, 37, 40, 13, 25, 8, 36, 26, 38, 14, 31, 41, 49, 10, 16, 54, 39, 28, 46, 47, 51, 17, 52, 18, 21, 15, 53, 19, 56, 50, 42, 55, 11, 24, 22, 45, 12, 43, 48, 44, 23, 34, 33, 27, 32, 9, 29, 41, 40, 42, 25]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:04:25,False,,,479,consonance_main_experiment,145,2023-02-16 20:04:25,2023-02-16 20:09:20,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.10540925533894598, 'passed': True}","[3929, 3752, 3820, 3856]",4.0,54,['default'],0,default,"[17, 31, 42, 49, 41, 7, 35, 12, 46, 43, 55, 37, 28, 39, 47, 29, 44, 21, 27, 56, 15, 32, 36, 34, 20, 13, 51, 18, 40, 8, 11, 53, 48, 52, 25, 30, 14, 33, 38, 22, 54, 9, 10, 50, 19, 23, 45, 24, 26, 16, 36, 46, 39, 44]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:04:43,False,,,480,consonance_main_experiment,149,2023-02-16 20:04:43,2023-02-16 20:08:48,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.23570226039551587, 'passed': True}","[4004, 3772, 4071, 4019]",4.0,54,['default'],0,default,"[51, 42, 53, 48, 20, 11, 29, 41, 10, 40, 15, 28, 43, 56, 33, 36, 49, 8, 9, 50, 13, 35, 27, 55, 16, 38, 12, 19, 18, 22, 39, 21, 45, 34, 30, 24, 25, 54, 23, 17, 14, 44, 52, 37, 32, 7, 26, 46, 47, 31, 22, 41, 54, 21]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:05:02,False,,,482,consonance_main_experiment,147,2023-02-16 20:05:02,2023-02-16 20:09:38,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.2721655269759087, 'passed': True}","[3875, 4166, 4188, 4199]",4.0,54,['default'],0,default,"[25, 50, 46, 40, 30, 55, 27, 54, 48, 44, 52, 41, 26, 11, 9, 7, 12, 51, 34, 29, 19, 31, 23, 18, 33, 22, 38, 14, 21, 35, 10, 36, 47, 49, 16, 20, 43, 42, 39, 32, 17, 13, 37, 28, 45, 56, 24, 15, 53, 8, 52, 32, 37, 45]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:05:03,False,,,483,consonance_main_experiment,150,2023-02-16 20:05:03,2023-02-16 20:08:43,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.9428090415820635, 'passed': True}","[3976, 3967, 4097, 3806]",4.0,54,['default'],0,default,"[22, 23, 44, 13, 53, 40, 28, 37, 11, 29, 51, 15, 19, 16, 45, 39, 9, 52, 54, 41, 26, 20, 30, 43, 32, 36, 38, 49, 10, 25, 56, 24, 14, 7, 31, 47, 34, 35, 46, 12, 55, 21, 50, 42, 17, 18, 8, 27, 48, 33, 36, 32, 55, 28]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:05:15,False,,,485,headphone_test,142,2023-02-16 20:05:15,2023-02-16 20:05:54,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 4, 6, 5, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:06:13,False,,,491,consonance_main_experiment,142,2023-02-16 20:06:13,2023-02-16 20:10:21,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.3333333333333333, 'passed': True}","[4221, 4208, 3897, 4230]",4.0,54,['default'],0,default,"[36, 35, 12, 19, 39, 17, 41, 46, 34, 11, 29, 44, 21, 55, 33, 53, 10, 13, 56, 15, 9, 40, 23, 43, 50, 48, 22, 25, 24, 37, 14, 42, 20, 26, 32, 49, 30, 18, 16, 8, 51, 38, 27, 52, 28, 54, 31, 47, 7, 45, 18, 49, 36, 8]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:06:18,False,,,492,headphone_test,152,2023-02-16 20:06:18,2023-02-16 20:07:00,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 3, 2, 1, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:07:10,False,,,500,consonance_main_experiment,152,2023-02-16 20:07:10,2023-02-16 20:12:16,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.23570226039551587, 'passed': True}","[4284, 4205, 4165, 4110]",4.0,54,['default'],0,default,"[25, 39, 50, 42, 36, 33, 18, 31, 14, 41, 40, 15, 24, 29, 38, 8, 48, 45, 52, 13, 34, 46, 16, 20, 12, 30, 35, 44, 37, 54, 7, 56, 47, 51, 23, 26, 32, 43, 17, 10, 53, 21, 9, 11, 22, 19, 28, 49, 55, 27, 56, 48, 24, 31]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:07:30,False,,,503,headphone_test,155,2023-02-16 20:07:30,2023-02-16 20:08:18,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 4, 1, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:08:36,False,,,510,consonance_main_experiment,155,2023-02-16 20:08:36,2023-02-16 20:14:10,,True,True,False,ChainTrialMakerState,default,True,"{'score': 1.0, 'passed': True}","[4310, 4290, 4465, 4376]",4.0,54,['default'],0,default,"[24, 50, 13, 41, 18, 11, 54, 32, 25, 23, 38, 22, 46, 56, 47, 12, 15, 8, 44, 49, 36, 43, 26, 33, 28, 30, 20, 7, 37, 52, 21, 9, 39, 10, 19, 55, 16, 14, 40, 42, 29, 48, 53, 27, 31, 45, 34, 35, 17, 51, 49, 12, 17, 9]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:08:48,False,,,512,headphone_test,156,2023-02-16 20:08:48,2023-02-16 20:09:26,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 3, 1, 2, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:08:50,False,,,513,headphone_test,151,2023-02-16 20:08:50,,,True,False,False,ChainTrialMakerState,default,False,,,,2,['default'],0,default,"[2, 3]",3,3,ChainTrialMakerState,ModuleState
{},2023-02-16 20:08:58,False,,,516,headphone_test,161,2023-02-16 20:08:58,2023-02-16 20:09:40,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 4, 6, 5, 2, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:09:05,False,,,517,headphone_test,159,2023-02-16 20:09:05,2023-02-16 20:09:55,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 6, 1, 4, 5, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:09:48,False,,,521,consonance_main_experiment,156,2023-02-16 20:09:48,2023-02-16 20:16:53,,True,True,False,ChainTrialMakerState,default,True,"{'score': 1.0, 'passed': True}","[4540, 4562, 4379, 4551]",4.0,54,['default'],0,default,"[34, 24, 43, 31, 45, 17, 32, 20, 11, 14, 44, 48, 27, 39, 41, 19, 49, 46, 9, 51, 21, 35, 29, 54, 13, 33, 30, 26, 18, 55, 53, 50, 16, 52, 12, 47, 7, 28, 56, 15, 10, 8, 40, 22, 37, 25, 36, 38, 42, 23, 15, 42, 14, 22]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:10:21,False,,,525,consonance_main_experiment,159,2023-02-16 20:10:21,2023-02-16 20:15:25,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.8333333333333334, 'passed': True}","[4433, 4437, 4457, 4482]",4.0,54,['default'],0,default,"[9, 52, 14, 17, 41, 27, 15, 38, 51, 8, 54, 13, 28, 19, 55, 29, 31, 33, 16, 50, 37, 47, 20, 44, 53, 32, 36, 45, 11, 48, 42, 21, 24, 18, 22, 39, 12, 34, 25, 40, 43, 10, 46, 26, 56, 7, 35, 23, 30, 49, 45, 11, 24, 34]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:10:25,False,,,526,consonance_main_experiment,161,2023-02-16 20:10:25,2023-02-16 20:14:25,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.5443310539518174, 'passed': True}","[4348, 4395, 4490, 4322]",4.0,54,['default'],0,default,"[18, 34, 53, 43, 28, 51, 39, 32, 29, 9, 15, 7, 26, 24, 13, 35, 19, 55, 47, 40, 20, 49, 45, 10, 16, 31, 56, 36, 33, 44, 21, 14, 22, 17, 23, 42, 12, 48, 54, 41, 46, 25, 50, 8, 38, 37, 30, 27, 52, 11, 13, 31, 52, 29]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:11:02,False,,,529,headphone_test,163,2023-02-16 20:11:02,2023-02-16 20:11:50,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 5, 3, 2, 1, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:12:01,False,,,532,consonance_main_experiment,163,2023-02-16 20:12:01,2023-02-16 20:16:20,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.23570226039551587, 'passed': True}","[4513, 4541, 4535, 4401]",4.0,54,['default'],0,default,"[8, 33, 44, 28, 29, 20, 12, 50, 41, 24, 43, 34, 38, 13, 10, 14, 53, 55, 26, 35, 47, 19, 21, 32, 7, 39, 40, 54, 42, 31, 45, 30, 56, 23, 37, 51, 22, 36, 25, 18, 9, 27, 48, 46, 16, 17, 15, 52, 11, 49, 45, 27, 25, 20]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:19:09,False,,,553,headphone_test,168,2023-02-16 20:19:09,2023-02-16 20:20:01,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 1, 2, 5, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:19:44,False,,,561,headphone_test,169,2023-02-16 20:19:44,2023-02-16 20:20:27,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 3, 1, 6, 5, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:19:50,False,,,564,headphone_test,166,2023-02-16 20:19:50,2023-02-16 20:20:30,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 3, 2, 5, 1, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:20:04,False,,,569,consonance_main_experiment,168,2023-02-16 20:20:04,2023-02-16 20:24:06,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.2581988897471611, 'passed': True}","[4581, 4848, 4600, 4584]",4.0,54,['default'],0,default,"[32, 45, 14, 48, 7, 33, 51, 25, 49, 12, 37, 26, 16, 8, 27, 20, 38, 31, 52, 18, 29, 24, 40, 28, 19, 53, 30, 11, 23, 47, 34, 41, 56, 9, 22, 42, 13, 46, 54, 44, 17, 15, 55, 50, 36, 43, 21, 39, 35, 10, 32, 55, 51, 45]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:20:12,False,,,570,headphone_test,170,2023-02-16 20:20:12,2023-02-16 20:20:56,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 6, 4, 1, 3, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:20:19,False,,,572,headphone_test,174,2023-02-16 20:20:19,2023-02-16 20:21:00,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 2, 1, 3, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:20:34,False,,,576,headphone_test,181,2023-02-16 20:20:34,2023-02-16 20:21:06,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 4, 5, 6, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:20:36,False,,,577,consonance_main_experiment,169,2023-02-16 20:20:36,2023-02-16 20:25:01,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.7745966692414834, 'passed': True}","[5006, 4706, 4629, 4605]",4.0,54,['default'],0,default,"[29, 30, 48, 31, 52, 21, 43, 39, 49, 44, 8, 41, 47, 22, 33, 28, 15, 40, 34, 23, 53, 18, 38, 51, 11, 7, 9, 27, 45, 55, 17, 35, 14, 32, 50, 20, 37, 42, 46, 56, 54, 19, 13, 36, 12, 24, 26, 25, 10, 16, 24, 40, 43, 30]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:20:49,False,,,580,consonance_main_experiment,166,2023-02-16 20:20:49,2023-02-16 20:25:39,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5, 'passed': True}","[4792, 4765, 4986, 5070]",4.0,54,['default'],0,default,"[42, 19, 15, 25, 36, 27, 39, 29, 26, 18, 48, 43, 53, 32, 31, 17, 50, 14, 21, 24, 30, 56, 33, 35, 9, 55, 28, 20, 38, 12, 37, 16, 23, 41, 13, 45, 47, 10, 22, 8, 44, 46, 11, 49, 7, 40, 34, 52, 51, 54, 33, 24, 10, 7]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:00,False,,,583,headphone_test,180,2023-02-16 20:21:00,2023-02-16 20:21:55,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 2, 5, 6, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:10,False,,,584,consonance_main_experiment,181,2023-02-16 20:21:10,2023-02-16 20:24:24,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.21081851067789195, 'passed': True}","[4886, 4698, 4913, 4670]",4.0,54,['default'],0,default,"[31, 21, 22, 46, 9, 11, 42, 50, 35, 18, 38, 14, 36, 47, 34, 43, 8, 13, 48, 32, 56, 17, 23, 12, 28, 45, 25, 15, 10, 41, 52, 33, 51, 44, 26, 49, 20, 40, 7, 37, 39, 53, 19, 30, 29, 27, 24, 16, 55, 54, 7, 36, 53, 50]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:13,False,,,585,consonance_main_experiment,170,2023-02-16 20:21:13,2023-02-16 20:25:53,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.4472135954999579, 'passed': True}","[4867, 5093, 4876, 4978]",4.0,54,['default'],0,default,"[10, 24, 42, 29, 48, 34, 46, 11, 18, 55, 22, 8, 32, 52, 9, 41, 16, 12, 37, 14, 53, 39, 31, 36, 51, 26, 44, 33, 43, 45, 13, 30, 7, 28, 38, 19, 20, 25, 23, 49, 47, 27, 50, 56, 54, 40, 21, 17, 35, 15, 31, 56, 36, 7]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:17,False,,,586,consonance_main_experiment,174,2023-02-16 20:21:17,2023-02-16 20:25:52,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.9486832980505138, 'passed': True}","[4922, 4967, 4723, 5024]",4.0,54,['default'],0,default,"[30, 25, 11, 19, 40, 20, 44, 18, 16, 38, 12, 27, 37, 46, 32, 8, 52, 7, 34, 51, 54, 50, 24, 42, 22, 14, 26, 15, 49, 23, 28, 45, 47, 39, 55, 17, 35, 56, 36, 48, 41, 10, 43, 33, 29, 31, 9, 21, 13, 53, 49, 47, 38, 56]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:18,False,,,587,headphone_test,173,2023-02-16 20:21:18,2023-02-16 20:22:14,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 3, 6, 4, 2, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:47,False,,,592,headphone_test,177,2023-02-16 20:21:47,2023-02-16 20:22:28,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 2, 1, 6, 5, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:53,False,,,595,headphone_test,186,2023-02-16 20:21:53,2023-02-16 20:22:46,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 6, 5, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:21:58,False,,,596,headphone_test,183,2023-02-16 20:21:58,2023-02-16 20:22:39,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 3, 5, 2, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:22:05,False,,,597,headphone_test,184,2023-02-16 20:22:05,2023-02-16 20:22:49,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 3, 5, 2, 6, 4]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:22:12,False,,,599,consonance_main_experiment,180,2023-02-16 20:22:12,2023-02-16 20:28:13,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.8944271909999159, 'passed': True}","[4965, 5319, 5129, 4794]",4.0,54,['default'],0,default,"[46, 39, 53, 43, 50, 45, 11, 51, 18, 21, 25, 14, 42, 8, 19, 47, 40, 16, 9, 23, 22, 44, 41, 26, 35, 27, 38, 7, 28, 24, 52, 20, 32, 15, 12, 37, 31, 49, 33, 30, 54, 17, 55, 48, 29, 36, 34, 13, 56, 10, 19, 13, 38, 50]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:22:37,False,,,601,consonance_main_experiment,177,2023-02-16 20:22:37,2023-02-16 20:26:39,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.05555555555555555, 'passed': True}","[4836, 5020, 5095, 5122]",4.0,54,['default'],0,default,"[35, 33, 53, 30, 55, 18, 28, 38, 46, 12, 45, 50, 10, 41, 27, 44, 31, 32, 36, 40, 34, 9, 8, 16, 21, 37, 13, 7, 43, 20, 56, 47, 17, 11, 29, 49, 14, 15, 42, 51, 48, 19, 26, 22, 39, 54, 23, 25, 52, 24, 28, 16, 47, 29]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:22:53,False,,,604,consonance_main_experiment,183,2023-02-16 20:22:53,2023-02-16 20:27:19,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.8888888888888888, 'passed': True}","[5018, 5068, 5203, 5267]",4.0,54,['default'],0,default,"[29, 36, 37, 25, 26, 12, 50, 49, 20, 47, 39, 30, 11, 21, 54, 53, 17, 19, 14, 56, 32, 15, 51, 28, 23, 44, 45, 10, 27, 42, 22, 55, 34, 35, 40, 13, 18, 16, 48, 52, 38, 24, 46, 43, 31, 7, 8, 9, 41, 33, 56, 23, 52, 9]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:22:55,False,,,605,consonance_main_experiment,173,2023-02-16 20:22:55,2023-02-16 20:29:52,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5443310539518174, 'passed': True}","[5071, 5206, 5142, 5041]",4.0,54,['default'],0,default,"[32, 45, 30, 21, 23, 55, 53, 13, 25, 18, 27, 16, 50, 7, 54, 29, 26, 51, 41, 49, 20, 34, 19, 47, 36, 56, 46, 8, 28, 33, 17, 14, 44, 42, 15, 40, 22, 31, 43, 48, 52, 35, 39, 11, 12, 10, 9, 37, 38, 24, 26, 46, 19, 54]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:22:58,False,,,606,consonance_main_experiment,184,2023-02-16 20:22:58,2023-02-16 20:26:58,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5773502691896258, 'passed': True}","[4814, 5252, 5231, 5136]",4.0,54,['default'],0,default,"[49, 25, 43, 35, 10, 46, 18, 7, 15, 16, 47, 9, 42, 50, 12, 8, 29, 14, 22, 45, 39, 21, 19, 52, 23, 53, 48, 31, 34, 20, 55, 28, 32, 26, 33, 40, 51, 54, 27, 36, 41, 30, 13, 11, 56, 37, 24, 44, 17, 38, 49, 44, 11, 28]",54,54,ChainTrialMakerState,ModuleState
